N° Certificado|Laboratorio|Nombre Comercial|Forma Farmacéutica|Presentación|Precio Venta al Público| (uso exclusivamente hospitalario - muestra médica - no venta al público)| (muestra médica - no venta al público)| (uso exclusivamente hospitalario - muestra médica)| (uso exclusivamente hospitalario - no venta al público)| (uso exclusivamente hospitalario)| (muestra médica)| (no venta al público)|GTIN|Genérico|Genérico[IFA,Cantidad,Unidad]
58632|LABORATORIO LKM S.A.|PALBOCIL|CAPSULA DURA| FRASCO por 21 UNIDADES |$3,746,293.00|0|0|0|0|0|0|0|07795367551830|PALBOCICLIB 75 MG |[['PALBOCICLIB', '75', 'MG']]
58632|LABORATORIO LKM S.A.|PALBOCIL|CAPSULA DURA| FRASCO por 21 UNIDADES |$3,746,293.00|0|0|0|0|0|0|0|07795367551793|PALBOCICLIB 125 MG |[['PALBOCICLIB', '125', 'MG']]
58632|LABORATORIO LKM S.A.|PALBOCIL|CAPSULA DURA| FRASCO por 21 UNIDADES |$3,746,293.00|0|0|0|0|0|0|0|07795367551809|PALBOCICLIB 100 MG |[['PALBOCICLIB', '100', 'MG']]
53657|LABORATORIO LKM S.A.|TIMAB 100|COMPRIMIDO RECUBIERTO| BLISTER por 180 UNIDADES |$3,933,068.00|0|0|0|0|0|0|0|07795367054843|IMATINIB 100 MG |[['IMATINIB', '100', 'MG']]
58119|LABORATORIO LKM S.A.|GEFILEV|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$4,044,949.00|0|0|0|0|0|0|0|07795367009621|GEFITINIB 250 MG |[['GEFITINIB', '250', 'MG']]
58079|LABORATORIO LKM S.A.|PROREN 50|CAPSULA DURA| BLISTER por 28 UNIDADES |$4,305,979.00|0|0|0|0|0|0|0|07795367009966|SUNITINIB 50 MG |[['SUNITINIB', '50', 'MG']]
57148|LABORATORIO LKM S.A.|ZYVALIX|COMPRIMIDO|1 FRASCO por 120 UNIDADES |$4,405,186.00|0|0|0|0|0|0|0|07795367001885|ABIRATERONA ACETATO 250 MG |[['ABIRATERONA ACETATO', '250', 'MG']]
58887|LABORATORIO LKM S.A.|TIXIREN |COMPRIMIDO RECUBIERTO| BLISTER por 56 UNIDADES |$4,575,919.00|0|0|0|0|0|0|0|07795367549592|AXITINIB 5 MG |[['AXITINIB', '5', 'MG']]
58069|LABORATORIO LKM S.A.|OXITINOL|CAPSULA DURA| BLISTER por 270 UNIDADES (BLISTERS por 9 UNIDADES)|$5,148,280.00|0|0|0|0|0|0|0|07795367548496|PIRFENIDONA 267 MG |[['PIRFENIDONA', '267', 'MG']]
59335|LABORATORIO LKM S.A.|FIBRIDONER PLUS|COMPRIMIDO RECUBIERTO| BLISTER por 90 UNIDADES |$5,281,710.00|0|0|0|0|0|0|0|07795367550819|PIRFENIDONA 801 MG |[['PIRFENIDONA', '801', 'MG']]
50540|LABORATORIO LKM S.A.|TUBERBUT|SOLUCION PARA NEBULIZACION|56 AMPOLLA por 5 ML |$5,355,001.00|0|0|0|0|0|0|0|07795367053969|TOBRAMICINA 300 MG / 5 ML |[['TOBRAMICINA', '300', 'MG / 5 ML']]
56695|LABORATORIO LKM S.A.|FIBRIDONER|COMPRIMIDO RECUBIERTO| BLISTER por 360 UNIDADES |$5,492,978.00|0|0|0|0|0|0|0|07795367549851|PIRFENIDONA 200 MG |[['PIRFENIDONA', '200', 'MG']]
58233|LABORATORIO LKM S.A.|SONEFRAN|COMPRIMIDO RECUBIERTO| BLISTER por 112 UNIDADES |$5,548,893.00|0|0|0|0|0|0|0|07795367549110|SORAFENIB 200 MG |[['SORAFENIB', '200', 'MG']]
58989|LABORATORIO LKM S.A.|KARFIB|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 60 MG |$5,575,644.00|0|0|0|0|0|0|0|07795367548885|CARFILZOMIB 60 MG |[['CARFILZOMIB', '60', 'MG']]
51910|LABORATORIO LKM S.A.|TOBRADOSA HALER|SOLUCION PARA INHALAR|56 FRASCO AMPOLLA por 5 ML |$6,090,064.00|0|0|0|0| (uso exclusivamente hospitalario)|0|0|07795367549943|TOBRAMICINA 300 MG / 5 ML |[['TOBRAMICINA', '300', 'MG / 5 ML']]
51910|LABORATORIO LKM S.A.|TOBRADOSA HALER|CAPSULA CON POLVO PARA INHALAR| BLISTER por 224 UNIDADES + 6 INHALADORES|$6,097,177.00|0|0|0|0|0|0|0|07795367549936|TOBRAMICINA 28 MG |[['TOBRAMICINA', '28', 'MG']]
58730|LABORATORIO LKM S.A.|GALEXIG|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$6,390,955.00|0|0|0|0|0|0|0|07795367550000|SELEXIPAG 0.2 MG |[['SELEXIPAG', '0.2', 'MG']]
58103|LABORATORIO LKM S.A.|ZITAT|SOLUCION CONCENTRADA PARA INFUSION CON DILUYENTE|1 FRASCO AMPOLLA por 1.5 ML + 1 FRASCO AMPOLLA DE SOLVENTE por 4.5 ML\n|$6,463,509.00|0|0|0|0|0|0|0|07795367009805|CABAZITAXEL 60 MG / 1.5 ML + ETANOL 573.3 MG + AGUA DESTILADA ESTERIL 4.5 ML |[['CABAZITAXEL', '60', 'MG / 1.5 ML'], ['ETANOL', '573.3', 'MG'], ['AGUA DESTILADA ESTERIL', '4.5', 'ML']]
58730|LABORATORIO LKM S.A.|GALEXIG|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$6,697,841.00|0|0|0|0|0|0|0|07795367550024|SELEXIPAG 0.8 MG |[['SELEXIPAG', '0.8', 'MG']]
58730|LABORATORIO LKM S.A.|GALEXIG|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$6,859,235.00|0|0|0|0|0|0|0|07795367550017|SELEXIPAG 0.4 MG |[['SELEXIPAG', '0.4', 'MG']]
55192|LABORATORIO LKM S.A.|LADEVINA 5|CAPSULA DURA| BLISTER por 21 UNIDADES |$8,867,889.00|0|0|0|0|0|0|0|07795367546973|LENALIDOMIDA 5 MG |[['LENALIDOMIDA', '5', 'MG']]
56697|LABORATORIO LKM S.A.|LENOMEL 10|CAPSULA DURA| BLISTER por 21 UNIDADES |$9,013,773.00|0|0|0|0|0|0|0|07795367549967|LENALIDOMIDA 10 MG |[['LENALIDOMIDA', '10', 'MG']]
56697|LABORATORIO LKM S.A.|LENOMEL 15|CAPSULA DURA| BLISTER por 21 UNIDADES |$9,154,920.00|0|0|0|0|0|0|0|07795367549974|LENALIDOMIDA 15 MG |[['LENALIDOMIDA', '15', 'MG']]
55192|LABORATORIO LKM S.A.|LADEVINA 10|CAPSULA DURA| BLISTER por 21 UNIDADES |$9,296,040.00|0|0|0|0|0|0|0|07795367546997|LENALIDOMIDA 10 MG |[['LENALIDOMIDA', '10', 'MG']]
55192|LABORATORIO LKM S.A.|LADEVINA 15|CAPSULA DURA| BLISTER por 21 UNIDADES |$9,441,608.00|0|0|0|0|0|0|0|07795367547017|LENALIDOMIDA 15 MG |[['LENALIDOMIDA', '15', 'MG']]
56697|LABORATORIO LKM S.A.|LENOMEL 25|CAPSULA DURA| BLISTER por 21 UNIDADES |$9,516,379.00|0|0|0|0|0|0|0|07795367549981|LENALIDOMIDA 25 MG |[['LENALIDOMIDA', '25', 'MG']]
55192|LABORATORIO LKM S.A.|LADEVINA 25|CAPSULA DURA| BLISTER por 21 UNIDADES |$9,814,388.00|0|0|0|0|0|0|0|07795367547031|LENALIDOMIDA 25 MG |[['LENALIDOMIDA', '25', 'MG']]
58786|LABORATORIO LKM S.A.|XETRANE 1|CAPSULA DURA|1 BLISTER por 21 UNIDADES |$9,937,936.00|0|0|0|0|0|0|0|07795367547949|POMALIDOMIDA 1 MG |[['POMALIDOMIDA', '1', 'MG']]
58786|LABORATORIO LKM S.A.|XETRANE 3|CAPSULA DURA| BLISTER por 21 UNIDADES |$10,562,158.00|0|0|0|0|0|0|0|07795367547963|POMALIDOMIDA 3 MG |[['POMALIDOMIDA', '3', 'MG']]
58786|LABORATORIO LKM S.A.|XETRANE 4|CAPSULA DURA| BLISTER por 21 UNIDADES |$10,888,826.00|0|0|0|0|0|0|0|07795367547970|POMALIDOMIDA 4 MG |[['POMALIDOMIDA', '4', 'MG']]
58804|LABORATORIO LKM S.A.|CRESEMBA|POLVO PARA CONCENTRADO PARA SOLUCION PARA INFUSION|1 FRASCO AMPOLLA por 200 MG ISAVUCONAZOL||0|0|0|0|0|0|0|07795367553155|ISAVUCONAZOL 200 MG |[['ISAVUCONAZOL', '200', 'MG']]
58804|LABORATORIO LKM S.A.|CRESEMBA|CAPSULA DURA| BLISTER por 14 UNIDADES ||0|0|0|0|0|0|0|07795367553148|ISAVUCONAZOL 100 MG |[['ISAVUCONAZOL', '100', 'MG']]
55713|LABORATORIO OMICRON S.A.|MUCOSOLVAN FORTE TE|POLVO PARA SOLUCION ORAL|24 SOBRE por 30 MG |$123.40|0|0|0|0|0|0|0|07798113690227|AMBROXOL CLORHIDRATO 30 MG / SOBRE |[['AMBROXOL CLORHIDRATO', '30', 'MG / SOBRE']]
52367|LABORATORIO OMICRON S.A.|VOLFORTE|COMPRIMIDO| BLISTER por 10 UNIDADES |$220.00|0|0|0|0|0|0|0|07798113691156|DICLOFENACO SODICO 25 MG |[['DICLOFENACO SODICO', '25', 'MG']]
40521|LABORATORIO OMICRON S.A.|ALUDROX II|COMPRIMIDO MASTICABLE| BLISTER por 6 UNIDADES |$250.00|0|0|0|0|0|0|0|07798113690043|HIDROXIDO DE ALUMINIO GEL DESECADO 400 MG + HIDROXIDO DE MAGNESIO 400 MG + SIMETICONA 30 MG |[['HIDROXIDO DE ALUMINIO GEL DESECADO', '400', 'MG'], ['HIDROXIDO DE MAGNESIO', '400', 'MG'], ['SIMETICONA', '30', 'MG']]
52367|LABORATORIO OMICRON S.A.|VOLFORTE|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$320.00|0|0|0|0|0|0|0|07798113691163|DICLOFENACO SODICO 50 MG |[['DICLOFENACO SODICO', '50', 'MG']]
47002|LABORATORIO OMICRON S.A.|COR-TAGRIP|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$350.00|0|0|0|0|0|0|0|07798113690890|PARACETAMOL 500 MG + BROMHEXINA 8 MG + PSEUDOEFEDRINA SULFATO 60 MG |[['PARACETAMOL', '500', 'MG'], ['BROMHEXINA', '8', 'MG'], ['PSEUDOEFEDRINA SULFATO', '60', 'MG']]
19571|LABORATORIO OMICRON S.A.|REANIMA|COMPRIMIDO| BLISTER por 20 UNIDADES |$440.00|0|0|0|0|0|0|0|07798113690500|CAFEINA 50 MG + PARACETAMOL 500 MG |[['CAFEINA', '50', 'MG'], ['PARACETAMOL', '500', 'MG']]
26113|LABORATORIO OMICRON S.A.|GOTINASAL|SOLUCION|1 FRASCO por 30 ML |$450.00|0|0|0|0|0|0|0|07798113691354|NAFAZOLINA CLORHIDRATO 0.1 G / 100 ML |[['NAFAZOLINA CLORHIDRATO', '0.1', 'G / 100 ML']]
52367|LABORATORIO OMICRON S.A.|VOLFORTE|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$465.00|0|0|0|0|0|0|0|07798113691187|DICLOFENACO SODICO 75 MG |[['DICLOFENACO SODICO', '75', 'MG']]
52367|LABORATORIO OMICRON S.A.|VOLFORTE|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$520.00|0|0|0|0|0|0|0|07798113691170|DICLOFENACO SODICO 50 MG |[['DICLOFENACO SODICO', '50', 'MG']]
47002|LABORATORIO OMICRON S.A.|COR-TAGRIP|COMPRIMIDO RECUBIERTO| BLISTER por 20 UNIDADES |$535.00|0|0|0|0|0|0|0|07798113691347|PARACETAMOL 500 MG + BROMHEXINA 8 MG + PSEUDOEFEDRINA SULFATO 60 MG |[['PARACETAMOL', '500', 'MG'], ['BROMHEXINA', '8', 'MG'], ['PSEUDOEFEDRINA SULFATO', '60', 'MG']]
52545|LABORATORIO OMICRON S.A.|AMODORMIN|COMPRIMIDO| BLISTER por 10 UNIDADES |$550.00|0|0|0|0|0|0|0|07798113691286|CLORHIDRATO DE DIFENHIDRAMINA 50 MG |[['CLORHIDRATO DE DIFENHIDRAMINA', '50', 'MG']]
39031|LABORATORIO OMICRON S.A.|KINDERVAL|CREMA ENJUAGUE CAPILAR MEDICAMENTOSA|1 FRASCO por 120 ML |$570.00|0|0|0|0|0|0|0|07798113690609|PERMETRINA 1 G |[['PERMETRINA', '1', 'G']]
39031|LABORATORIO OMICRON S.A.|KINDERVAL|SHAMPOO|1 POMO por 120 ML |$570.00|0|0|0|0|0|0|0|07798113690630|PERMETRINA 1000 MG |[['PERMETRINA', '1000', 'MG']]
52367|LABORATORIO OMICRON S.A.|VOLFORTE|GEL|1 POMO por 50 G |$605.00|0|0|0|0|0|0|0|07798113693280|DICLOFENACO DIETILAMINA 1.16 G / 100 G |[['DICLOFENACO DIETILAMINA', '1.16', 'G / 100 G']]
34266|LABORATORIO OMICRON S.A.|FLOGODISTEN|COMPRIMIDO RECUBIERTO| BLISTER por 8  |$611.00|0|0|0|0|0|0|0||ACIDO NIFLUMICO 250 MG + ORFENADRINA 25 MG + HIDROXIDO DE ALUMINIO 20 MG |[['ACIDO NIFLUMICO', '250', 'MG'], ['ORFENADRINA', '25', 'MG'], ['HIDROXIDO DE ALUMINIO', '20', 'MG']]
7771|LABORATORIO OMICRON S.A.|KINDERVAL MAX|LOCION|1 FRASCO por 60 ML / U |$669.00|0|0|0|0|0|0|0|07798113690012|BENZOCAINA 3 G / 100 ML + BENZOATO DE BENCILO 10 G / 100 ML + PERMETRINA 1 G / 100 ML |[['BENZOCAINA', '3', 'G / 100 ML'], ['BENZOATO DE BENCILO', '10', 'G / 100 ML'], ['PERMETRINA', '1', 'G / 100 ML']]
43569|LABORATORIO OMICRON S.A.|TRIEFCT|CREMA| POMO por 15  |$670.00|0|0|0|0|0|0|0||GENTAMICINA SULFATO 0.1 G + KETOCONAZOL 2 G + HIDROCORTISONA ACETATO 1 G / 100 G |[['GENTAMICINA SULFATO', '0.1', 'G'], ['KETOCONAZOL', '2', 'G'], ['HIDROCORTISONA ACETATO', '1', 'G / 100 G']]
40521|LABORATORIO OMICRON S.A.|ALUDROX II|COMPRIMIDO MASTICABLE| BLISTER por 18 UNIDADES |$680.00|0|0|0|0|0|0|0|07798113690418|HIDROXIDO DE ALUMINIO GEL DESECADO 400 MG + HIDROXIDO DE MAGNESIO 400 MG + SIMETICONA 30 MG |[['HIDROXIDO DE ALUMINIO GEL DESECADO', '400', 'MG'], ['HIDROXIDO DE MAGNESIO', '400', 'MG'], ['SIMETICONA', '30', 'MG']]
46740|LABORATORIO OMICRON S.A.|TOSCALMIN ADULTOS|ELIXIR| FRASCO por 120 ML |$690.00|0|0|0|0|0|0|0|07798113690807|BROMHEXINA CLORHIDRATO 160 MG / 100 ML |[['BROMHEXINA CLORHIDRATO', '160', 'MG / 100 ML']]
46740|LABORATORIO OMICRON S.A.|TOSCALMIN PEDIATRICO|JARABE|1 FRASCO por 120 ML |$690.00|0|0|0|0|0|0|0|07798113690814|BROMHEXINA CLORHIDRATO 80 MG / 100 ML |[['BROMHEXINA CLORHIDRATO', '80', 'MG / 100 ML']]
18494|LABORATORIO OMICRON S.A.|PERFUNGOL|POLVO DERMICO| ENVASE por 60 G |$690.00|0|0|0|0|0|0|0|07798113690685|OXIDO DE ZINC 20 G / 100 G + ACIDO BORICO 20 G / 100 G + CLOROCRESOL 1 G / 100 G |[['OXIDO DE ZINC', '20', 'G / 100 G'], ['ACIDO BORICO', '20', 'G / 100 G'], ['CLOROCRESOL', '1', 'G / 100 G']]
43570|LABORATORIO OMICRON S.A.|GEMIPASMOL|COMPRIMIDO| BLISTER por 10 UNIDADES |$785.00|0|0|0|0|0|0|0|07798113690616|SIMETICONA 20 MG + FTALILSULFATIAZOL 500 MG + MENADIONA 0.5 MG + CARBON DE CAFE 200 MG + DIHIDROESTR...|[['SIMETICONA', '20', 'MG'], ['FTALILSULFATIAZOL', '500', 'MG'], ['MENADIONA', '0.5', 'MG'], ['CARBON DE CAFE', '200', 'MG'], ['DIHIDROESTREPTOMICINA SULFATO', '50', 'MG']]
53427|LABORATORIO OMICRON S.A.|FLOGODISTEN DUO GEL|GEL DERMICO|1 POMO por 30 G |$805.00|0|0|0|0|0|0|0|07798113690449|EUCALIPTOL 8.4 G % + MENTOL 15 G % |[['EUCALIPTOL', '8.4', 'G %'], ['MENTOL', '15', 'G %']]
52545|LABORATORIO OMICRON S.A.|AMODORMIN|COMPRIMIDO| BLISTER por 30 UNIDADES |$815.00|0|0|0|0|0|0|0|07798113691293|CLORHIDRATO DE DIFENHIDRAMINA 50 MG |[['CLORHIDRATO DE DIFENHIDRAMINA', '50', 'MG']]
52367|LABORATORIO OMICRON S.A.|VOLFORTE|GEL|1 POMO por 50 G |$816.61|0|0|0|0|0|0|0|07798113693075|DICLOFENACO SODICO 5 G / 100 G |[['DICLOFENACO SODICO', '5', 'G / 100 G']]
18494|LABORATORIO OMICRON S.A.|PERFUNGOL|POLVO DERMICO| ENVASE por 100 G |$835.00|0|0|0|0|0|0|0|07798113693334|OXIDO DE ZINC 20 G / 100 G + ACIDO BORICO 20 G / 100 G + CLOROCRESOL 1 G / 100 G |[['OXIDO DE ZINC', '20', 'G / 100 G'], ['ACIDO BORICO', '20', 'G / 100 G'], ['CLOROCRESOL', '1', 'G / 100 G']]
44015|LABORATORIO OMICRON S.A.|AMODORMIN JARABE|JARABE|1 FRASCO por 120 ML |$835.00|0|0|0|0|0|0|0|07798113690302|DIFENHIDRAMINA 250 MG / 100 ML |[['DIFENHIDRAMINA', '250', 'MG / 100 ML']]
52367|LABORATORIO OMICRON S.A.|VOLFORTE|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$840.00|0|0|0|0|0|0|0|07798113691194|DICLOFENACO SODICO 75 MG |[['DICLOFENACO SODICO', '75', 'MG']]
7771|LABORATORIO OMICRON S.A.|KINDERVAL MAX|EMULSION|1 ENVASE por 100 G |$848.00|0|0|0|0|0|0|0|07798113690029|BENZOCAINA 2 G / 100 G + BENZOATO DE BENCILO 11.4 G / 100 G + PERMETRINA 2.5 G / 100 G |[['BENZOCAINA', '2', 'G / 100 G'], ['BENZOATO DE BENCILO', '11.4', 'G / 100 G'], ['PERMETRINA', '2.5', 'G / 100 G']]
52367|LABORATORIO OMICRON S.A.|VOLFORTE|GEL|1 POMO por 100 G |$855.00|0|0|0|0|0|0|0|07798113691200|DICLOFENACO DIETILAMINA 1.16 G / 100 G |[['DICLOFENACO DIETILAMINA', '1.16', 'G / 100 G']]
42811|LABORATORIO OMICRON S.A.|ALGINOPROX|COMPRIMIDO| BLISTER por 10 UNIDADES |$857.00|0|0|0|0|0|0|0|07798113690272|NAPROXENO 500 MG |[['NAPROXENO', '500', 'MG']]
43569|LABORATORIO OMICRON S.A.|TRIEFCT|CREMA| POMO por 30  |$880.00|0|0|0|0|0|0|0||GENTAMICINA SULFATO 0.1 G + KETOCONAZOL 2 G + HIDROCORTISONA ACETATO 1 G / 100 G |[['GENTAMICINA SULFATO', '0.1', 'G'], ['KETOCONAZOL', '2', 'G'], ['HIDROCORTISONA ACETATO', '1', 'G / 100 G']]
22750|LABORATORIO OMICRON S.A.|LER OID|SOLUCION OTICA|1 FRASCO GOTERO por 10 ML |$919.00|0|0|0|0|0|0|0|07798113690296|SULFATIAZOL SODICO 5 G / 100 ML + BENZOCAINA 2 G / 100 ML + ANTIPIRINA 5 G / 100 ML |[['SULFATIAZOL SODICO', '5', 'G / 100 ML'], ['BENZOCAINA', '2', 'G / 100 ML'], ['ANTIPIRINA', '5', 'G / 100 ML']]
26001|LABORATORIO OMICRON S.A.|CAMINOL CALLICIDA|SOLUCION TOPICA|1 FRASCO por 10 ML |$964.00|0|0|0|0|0|0|0|07798113690289|ACIDO SALICILICO 8 G / 100 ML + ACIDO LACTICO 3 G / 100 ML |[['ACIDO SALICILICO', '8', 'G / 100 ML'], ['ACIDO LACTICO', '3', 'G / 100 ML']]
53427|LABORATORIO OMICRON S.A.|FLOGODISTEN DUO GEL|GEL DERMICO|1 POMO por 50 G |$975.00|0|0|0|0|0|0|0|07798113690050|EUCALIPTOL 8.4 G % + MENTOL 15 G % |[['EUCALIPTOL', '8.4', 'G %'], ['MENTOL', '15', 'G %']]
52367|LABORATORIO OMICRON S.A.|VOLFORTE|SPRAY|1 FRASCO por 90 G |$1,045.00|0|0|0|0|0|0|0|07798113693143|DICLOFENACO DIETILAMINA 1.16 G / 100 G |[['DICLOFENACO DIETILAMINA', '1.16', 'G / 100 G']]
39031|LABORATORIO OMICRON S.A.|KINDERVAL|CREMA FLUIDA DE USO EXTERNO|1 FRASCO por 100 ML |$1,059.00|0|0|0|0|0|0|0|07798113690371|PERMETRINA 5 G |[['PERMETRINA', '5', 'G']]
44658|LABORATORIO OMICRON S.A.|REDNEURAL|GRANULADO|10 SOBRE por 2.5 G |$1,076.00|0|0|0|0|0|0|0|07798113690586|L-ASPARAGINA 60 MG + DL-FOSFORILSERINA 60 MG + N-ACETIL-L-GLUTAMINA 60 MG + PIRIDOXINA CLORHIDRATO 2...|[['L-ASPARAGINA', '60', 'MG'], ['DL-FOSFORILSERINA', '60', 'MG'], ['N-ACETIL-L-GLUTAMINA', '60', 'MG'], ['PIRIDOXINA CLORHIDRATO', '25', 'MG']]
40521|LABORATORIO OMICRON S.A.|ALUDROX II|SUSPENSION ORAL|1 FRASCO por 150 ML |$1,115.00|0|0|0|0|0|0|0|07798113690036|HIDROXIDO DE ALUMINIO GEL 400 MG / 5 ML + HIDROXIDO DE MAGNESIO 400 MG / 5 ML + SIMETICONA 30 MG / 5...|[['HIDROXIDO DE ALUMINIO GEL', '400', 'MG / 5 ML'], ['HIDROXIDO DE MAGNESIO', '400', 'MG / 5 ML'], ['SIMETICONA', '30', 'MG / 5 ML']]
35537|LABORATORIO OMICRON S.A.|MODATON N.I.|JALEA|1 FRASCO por 310 G |$1,250.00|0|0|0|0|0|0|0|07798113690692|VASELINA LIQUIDA ESPESA 78.23 G / 100 G |[['VASELINA LIQUIDA ESPESA', '78.23', 'G / 100 G']]
53427|LABORATORIO OMICRON S.A.|FLOGODISTEN DUO GEL|GEL DERMICO|1 POMO por 100 G |$1,430.00|0|0|0|0|0|0|0|07798113693105|EUCALIPTOL 8.4 G % + MENTOL 15 G % |[['EUCALIPTOL', '8.4', 'G %'], ['MENTOL', '15', 'G %']]
44658|LABORATORIO OMICRON S.A.|REDNEURAL|GRANULADO|20 SOBRE por 2.5 G |$1,567.00|0|0|0|0|0|0|0|07798113690708|L-ASPARAGINA 60 MG + DL-FOSFORILSERINA 60 MG + N-ACETIL-L-GLUTAMINA 60 MG + PIRIDOXINA CLORHIDRATO 2...|[['L-ASPARAGINA', '60', 'MG'], ['DL-FOSFORILSERINA', '60', 'MG'], ['N-ACETIL-L-GLUTAMINA', '60', 'MG'], ['PIRIDOXINA CLORHIDRATO', '25', 'MG']]
34266|LABORATORIO OMICRON S.A.|FLOGODISTEN|COMPRIMIDO RECUBIERTO| BLISTER por 32  |$1,625.00|0|0|0|0|0|0|0||ACIDO NIFLUMICO 250 MG + ORFENADRINA 25 MG + HIDROXIDO DE ALUMINIO 20 MG |[['ACIDO NIFLUMICO', '250', 'MG'], ['ORFENADRINA', '25', 'MG'], ['HIDROXIDO DE ALUMINIO', '20', 'MG']]
55733|LABORATORIO OMICRON S.A.|COR-TAGRIP C|GRANULADO PARA SOLUCIÓN EXTEMPORÁNEA|30 SOBRE por 5.5 G (DISPENSER)|$2,300.00|0|0|0|0|0|0|0|07798113693228|PARACETAMOL 650 MG + L-FENILEFRINA CLORHIDRATO 10 MG + VITAMINA C RECUBIERTA 50.76 MG |[['PARACETAMOL', '650', 'MG'], ['L-FENILEFRINA CLORHIDRATO', '10', 'MG'], ['VITAMINA C RECUBIERTA', '50.76', 'MG']]
44658|LABORATORIO OMICRON S.A.|REDNEURAL|COMPRIMIDO| ENVASE por 10 UNIDADES ||0|0|0|0|0|0|0|07798113690555|L-ASPARAGINA 25 MG + DL-FOSFORILSERINA 25 MG + N-ACETIL-L-GLUTAMINA 25 MG + PIRIDOXINA CLORHIDRATO 1...|[['L-ASPARAGINA', '25', 'MG'], ['DL-FOSFORILSERINA', '25', 'MG'], ['N-ACETIL-L-GLUTAMINA', '25', 'MG'], ['PIRIDOXINA CLORHIDRATO', '10', 'MG']]
34266|LABORATORIO OMICRON S.A.|FLOGODISTEN|COMPRIMIDO RECUBIERTO| BLISTER por 16  ||0|0|0|0|0|0|0||ACIDO NIFLUMICO 250 MG + ORFENADRINA 25 MG + HIDROXIDO DE ALUMINIO 20 MG |[['ACIDO NIFLUMICO', '250', 'MG'], ['ORFENADRINA', '25', 'MG'], ['HIDROXIDO DE ALUMINIO', '20', 'MG']]
34266|LABORATORIO OMICRON S.A.|FLOGODISTEN|COMPRIMIDO RECUBIERTO| BLISTER por 200  ||0|0|0|0| (uso exclusivamente hospitalario)|0|0||ACIDO NIFLUMICO 250 MG + ORFENADRINA 25 MG + HIDROXIDO DE ALUMINIO 20 MG |[['ACIDO NIFLUMICO', '250', 'MG'], ['ORFENADRINA', '25', 'MG'], ['HIDROXIDO DE ALUMINIO', '20', 'MG']]
43569|LABORATORIO OMICRON S.A.|TRIEFCT|CREMA| POMO por 60  ||0|0|0|0|0|0|0||GENTAMICINA SULFATO 0.1 G + KETOCONAZOL 2 G + HIDROCORTISONA ACETATO 1 G / 100 G |[['GENTAMICINA SULFATO', '0.1', 'G'], ['KETOCONAZOL', '2', 'G'], ['HIDROCORTISONA ACETATO', '1', 'G / 100 G']]
43569|LABORATORIO OMICRON S.A.|TRIEFCT|CREMA| POMO por 100  ||0|0|0|0|0|0|0||GENTAMICINA SULFATO 0.1 G + KETOCONAZOL 2 G + HIDROCORTISONA ACETATO 1 G / 100 G |[['GENTAMICINA SULFATO', '0.1', 'G'], ['KETOCONAZOL', '2', 'G'], ['HIDROCORTISONA ACETATO', '1', 'G / 100 G']]
43569|LABORATORIO OMICRON S.A.|TRIEFCT|CREMA| POMO por 250  ||0|0|0|0|0|0|0||GENTAMICINA SULFATO 0.1 G + KETOCONAZOL 2 G + HIDROCORTISONA ACETATO 1 G / 100 G |[['GENTAMICINA SULFATO', '0.1', 'G'], ['KETOCONAZOL', '2', 'G'], ['HIDROCORTISONA ACETATO', '1', 'G / 100 G']]
43569|LABORATORIO OMICRON S.A.|TRIEFCT|AEROSOL| ENVASE por 75  ||0|0|0|0|0|0|0||KETOCONAZOL 0.5 G + HIDROCORTISONA ACETATO 0.25 G + GENTAMICINA SULFATO 0.025 G |[['KETOCONAZOL', '0.5', 'G'], ['HIDROCORTISONA ACETATO', '0.25', 'G'], ['GENTAMICINA SULFATO', '0.025', 'G']]
45216|LABORATORIO PABLO CASSARA S R L|ILCASS|POLVO LIOFILIZADO PARA INYECTABLE| FRASCO AMPOLLA por 1 UNIDAD |$0.00|0|0|0|0|0|0|0|07795373000216|INTERLEUKINA -2- RECOMBINANTE 1 MG / AMP |[['INTERLEUKINA -2- RECOMBINANTE', '1', 'MG / AMP']]
55039|LABORATORIO PABLO CASSARA S R L|RAPI-DEXACORT|SOLUCION INYECTABLE|1 AMPOLLA por 2 ML |$13.67|0|0|0|0|0|0|0|07795373017184|DEXAMETASONA FOSFATO SODICO 8.8 MG / 2 ML |[['DEXAMETASONA FOSFATO SODICO', '8.8', 'MG / 2 ML']]
38670|LABORATORIO PABLO CASSARA S R L|T-APRACUR|COMPRIMIDO DISPERSABLE|1 BLISTER por 5 UNIDADES |$23.51|0|0|0|0|0|0|0|07795373078253|PARACETAMOL 500 MG |[['PARACETAMOL', '500', 'MG']]
